source,code,site,site_type,latitude,longitude,variable,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
aurn,HULR,Hull Holderness Road,Urban Traffic,53.759013,-0.305678,NOx,Nitrogen oxides as nitrogen dioxide,2015-01-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,Kingston upon Hull,"Kingston upon Hull, City of"
aurn,HULR,Hull Holderness Road,Urban Traffic,53.759013,-0.305678,PM10,PM10 particulate matter (Hourly measured),2015-01-15T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,Kingston upon Hull,"Kingston upon Hull, City of"
aurn,HULR,Hull Holderness Road,Urban Traffic,53.759013,-0.305678,NV10,Non-volatile PM10 (Hourly measured),2015-01-15T00:00:00Z,2017-01-26,2017-01-26T00:00:00Z,Yorkshire & Humberside,Kingston upon Hull,"Kingston upon Hull, City of"
aurn,HULR,Hull Holderness Road,Urban Traffic,53.759013,-0.305678,V10,Volatile PM10 (Hourly measured),2015-01-15T00:00:00Z,2017-01-26,2017-01-26T00:00:00Z,Yorkshire & Humberside,Kingston upon Hull,"Kingston upon Hull, City of"
aurn,HULR,Hull Holderness Road,Urban Traffic,53.759013,-0.305678,wd,Modelled Wind Direction,2015-01-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,Kingston upon Hull,"Kingston upon Hull, City of"
aurn,HULR,Hull Holderness Road,Urban Traffic,53.759013,-0.305678,ws,Modelled Wind Speed,2015-01-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,Kingston upon Hull,"Kingston upon Hull, City of"
aurn,HULR,Hull Holderness Road,Urban Traffic,53.759013,-0.305678,temp,Modelled Temperature,2015-01-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,Kingston upon Hull,"Kingston upon Hull, City of"
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,O3,Ozone,2023-02-09T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,NO,Nitric oxide,2017-11-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,NO2,Nitrogen dioxide,2017-11-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,NOx,Nitrogen oxides as nitrogen dioxide,2017-11-01T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,PM10,PM10 particulate matter (Hourly measured),2022-05-16T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,PM2.5,PM2.5 particulate matter (Hourly measured),2022-05-16T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,wd,Modelled Wind Direction,2017-11-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,ws,Modelled Wind Speed,2017-11-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,IMGM,Immingham Woodlands Avenue,Urban Background,53.619241,-0.213324,temp,Modelled Temperature,2017-11-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,NA,North East Lincolnshire
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,NO,Nitric oxide,2001-07-17T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,NO2,Nitrogen dioxide,2001-07-17T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,NOx,Nitrogen oxides as nitrogen dioxide,2001-07-17T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,CO,Carbon monoxide,2001-07-17T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,PM10,PM10 particulate matter (Hourly measured),2007-05-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,PM2.5,PM2.5 particulate matter (Hourly measured),2018-07-24T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,GR10,PM10 particulate matter (Daily measured),2001-07-11T00:00:00Z,2018-07-23,2018-07-23T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,GR2.5,PM2.5 particulate matter (Daily measured),2008-06-01T00:00:00Z,2018-07-23,2018-07-23T00:00:00Z,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,Highland,NA,Highland
aurn,INV2,Inverness,Urban Traffic,57.481308,-4.241451,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,Highland,NA,Highland
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,O3,Ozone,1988-07-15T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,High Peak
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,NO,Nitric oxide,1988-10-27T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,High Peak
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,NO2,Nitrogen dioxide,1988-10-27T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,High Peak
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,NOx,Nitrogen oxides as nitrogen dioxide,1988-10-27T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,High Peak
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,SO2,Sulphur dioxide,1988-08-07T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,High Peak
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,East Midlands,NA,High Peak
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,East Midlands,NA,High Peak
aurn,LB,Ladybower,Rural Background,53.40337,-1.752006,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,East Midlands,NA,High Peak
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,O3,Ozone,1996-07-26T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,NO,Nitric oxide,1996-07-26T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,NO2,Nitrogen dioxide,1996-07-26T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,NOx,Nitrogen oxides as nitrogen dioxide,1996-07-26T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,SO2,Sulphur dioxide,1996-07-26T00:00:00Z,2012-12-31,2012-12-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,CO,Carbon monoxide,1996-07-26T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,PM10,PM10 particulate matter (Hourly measured),1996-07-26T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,NV10,Non-volatile PM10 (Hourly measured),2008-12-18T00:00:00Z,2019-06-10,2019-06-10T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,V10,Volatile PM10 (Hourly measured),2008-12-18T00:00:00Z,2019-06-10,2019-06-10T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,PM2.5,PM2.5 particulate matter (Hourly measured),2008-12-18T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-12-18T00:00:00Z,2019-06-10,2019-06-10T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,V2.5,Volatile PM2.5 (Hourly measured),2008-12-18T00:00:00Z,2019-06-10,2019-06-10T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,West Midlands,NA,Warwick
aurn,LEAM,Leamington Spa,Urban Background,52.28881,-1.533119,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,NO,Nitric oxide,2012-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,NO2,Nitrogen dioxide,2012-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,NOx,Nitrogen oxides as nitrogen dioxide,2012-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,PM10,PM10 particulate matter (Hourly measured),2012-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,NV10,Non-volatile PM10 (Hourly measured),2012-06-01T00:00:00Z,2019-06-07,2019-06-07T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,V10,Volatile PM10 (Hourly measured),2012-06-01T00:00:00Z,2019-06-07,2019-06-07T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,PM2.5,PM2.5 particulate matter (Hourly measured),2012-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,NV2.5,Non-volatile PM2.5 (Hourly measured),2012-06-01T00:00:00Z,2019-06-07,2019-06-07T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,V2.5,Volatile PM2.5 (Hourly measured),2012-06-01T00:00:00Z,2019-06-07,2019-06-07T00:00:00Z,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,wd,Modelled Wind Direction,2012-06-01T00:00:00Z,ongoing,NA,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,ws,Modelled Wind Speed,2012-06-01T00:00:00Z,ongoing,NA,West Midlands,NA,Warwick
aurn,LEAR,Leamington Spa Rugby Road,Urban Traffic,52.294884,-1.542911,temp,Modelled Temperature,2012-06-01T00:00:00Z,ongoing,NA,West Midlands,NA,Warwick
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,O3,Ozone,1993-01-04T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,NO,Nitric oxide,1993-01-04T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,NO2,Nitrogen dioxide,1993-01-04T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,NOx,Nitrogen oxides as nitrogen dioxide,1993-01-04T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,SO2,Sulphur dioxide,1993-01-04T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,CO,Carbon monoxide,1993-01-04T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,PM10,PM10 particulate matter (Hourly measured),1993-01-04T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,NV10,Non-volatile PM10 (Hourly measured),2008-12-02T00:00:00Z,2020-03-02,2020-03-02T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,V10,Volatile PM10 (Hourly measured),2008-12-02T00:00:00Z,2020-03-02,2020-03-02T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,PM2.5,PM2.5 particulate matter (Hourly measured),2008-12-02T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-12-02T00:00:00Z,2020-03-02,2020-03-02T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,V2.5,Volatile PM2.5 (Hourly measured),2008-12-02T00:00:00Z,2020-03-02,2020-03-02T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEED,Leeds Centre,Urban Background,53.80378,-1.546472,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,NO,Nitric oxide,2008-02-17T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,NO2,Nitrogen dioxide,2008-02-17T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,NOx,Nitrogen oxides as nitrogen dioxide,2008-02-17T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,PM10,PM10 particulate matter (Hourly measured),2008-02-17T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,NV10,Non-volatile PM10 (Hourly measured),2009-04-02T00:00:00Z,2020-03-17,2020-03-17T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,V10,Volatile PM10 (Hourly measured),2009-04-02T00:00:00Z,2020-03-17,2020-03-17T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,PM2.5,PM2.5 particulate matter (Hourly measured),2009-04-02T00:00:00Z,ongoing,2023-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,NV2.5,Non-volatile PM2.5 (Hourly measured),2009-04-02T00:00:00Z,2020-03-17,2020-03-17T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,V2.5,Volatile PM2.5 (Hourly measured),2009-04-02T00:00:00Z,2020-03-17,2020-03-17T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LED6,Leeds Headingley Kerbside,Urban Traffic,53.819972,-1.576361,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,ETHANE,ethane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,ETHENE,ethene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,ETHYNE,ethyne,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,PROPANE,propane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,PROPENE,propene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,iBUTANE,iso-butane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,nBUTANE,n-butane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,1BUTENE,1-butene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,t2BUTENE,trans-2-butene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,c2BUTENE,cis-2-butene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,iPENTANE,iso-pentane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,nPENTANE,n-pentane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,13BDIENE,"1,3-butadiene",1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,t2PENTEN,trans-2-pentene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,c2PENTEN,cis-2-pentene (VOC-AIR only),1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,MEPENT,2+3-methylpentane (VOC-AIR only),1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,ISOPRENE,isoprene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,nHEXANE,n-hexane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,nHEPTANE,n-heptane,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,BENZENE,benzene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,TOLUENE,toluene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,ETHBENZ,ethylbenzene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,mpXYLENE,m+p-xylene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LDS,Leeds Potternewton,Urban Background,53.82568,-1.535098,oXYLENE,o-xylene,1995-01-01T00:00:00Z,2000-12-31,2000-12-31T00:00:00Z,Yorkshire & Humberside,West Yorkshire Urban Area,Leeds
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,NO,Nitric oxide,2015-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,NO2,Nitrogen dioxide,2015-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,NOx,Nitrogen oxides as nitrogen dioxide,2015-06-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,PM10,PM10 particulate matter (Hourly measured),2015-09-07T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,NV10,Non-volatile PM10 (Hourly measured),2015-09-07T00:00:00Z,2018-09-03,2018-09-03T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,V10,Volatile PM10 (Hourly measured),2015-09-07T00:00:00Z,2018-09-03,2018-09-03T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,wd,Modelled Wind Direction,2015-06-01T00:00:00Z,ongoing,NA,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,ws,Modelled Wind Speed,2015-06-01T00:00:00Z,ongoing,NA,East Midlands,Leicester Urban Area,Leicester
aurn,LEIR,Leicester A594 Roadside,Urban Traffic,52.638742,-1.124267,temp,Modelled Temperature,2015-06-01T00:00:00Z,ongoing,NA,East Midlands,Leicester Urban Area,Leicester
aurn,LEIC,Leicester Centre,Urban Background,52.631348,-1.133006,O3,Ozone,1994-01-04T00:00:00Z,2013-09-23,2013-09-23T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIC,Leicester Centre,Urban Background,52.631348,-1.133006,NO,Nitric oxide,1994-01-04T00:00:00Z,2013-09-23,2013-09-23T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIC,Leicester Centre,Urban Background,52.631348,-1.133006,NO2,Nitrogen dioxide,1994-01-04T00:00:00Z,2013-09-23,2013-09-23T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIC,Leicester Centre,Urban Background,52.631348,-1.133006,NOx,Nitrogen oxides as nitrogen dioxide,1994-01-04T00:00:00Z,2013-09-23,2013-09-23T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIC,Leicester Centre,Urban Background,52.631348,-1.133006,SO2,Sulphur dioxide,1994-01-04T00:00:00Z,2012-08-01,2012-08-01T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
aurn,LEIC,Leicester Centre,Urban Background,52.631348,-1.133006,CO,Carbon monoxide,1994-01-04T00:00:00Z,2012-08-01,2012-08-01T00:00:00Z,East Midlands,Leicester Urban Area,Leicester
